year,doy,block,plot_id,rot_trt,harv_crop,depth_cm,resis_kpa
2018,197,b4,2018_46,4y,C4,37.5,1237.75
2018,197,b4,2018_46,4y,C4,40,1228.75
2019,162,b1,2019_12,4y,C4,0,196.6
2019,162,b1,2019_12,4y,C4,2.5,455.3
2019,162,b1,2019_12,4y,C4,5,527.8
2019,162,b1,2019_12,4y,C4,7.5,517.6
2019,162,b1,2019_12,4y,C4,10,552.1
2019,162,b1,2019_12,4y,C4,12.5,590.1
2019,162,b1,2019_12,4y,C4,15,562.5
2019,162,b1,2019_12,4y,C4,17.5,600.4
2019,162,b1,2019_12,4y,C4,20,648.8
2019,162,b1,2019_12,4y,C4,22.5,710.8
2019,162,b1,2019_12,4y,C4,25,862.5
2019,162,b1,2019_12,4y,C4,27.5,966
2019,162,b1,2019_12,4y,C4,30,997
2019,162,b1,2019_12,4y,C4,32.5,1052.3
2019,162,b1,2019_12,4y,C4,35,1152.3
2019,162,b1,2019_12,4y,C4,37.5,1159.2
2019,162,b1,2019_12,4y,C4,40,1145.4
2019,162,b1,2019_12,4y,C4,42.5,1060.875
2019,162,b1,2019_12,4y,C4,45,948.75
2019,162,b1,2019_19,2y,C2,0,320.8
2019,162,b1,2019_19,2y,C2,2.5,548.5
2019,162,b1,2019_19,2y,C2,5,672.6
2019,162,b1,2019_19,2y,C2,7.5,827.9
2019,162,b1,2019_19,2y,C2,10,845.1
2019,162,b1,2019_19,2y,C2,12.5,945.2
2019,162,b1,2019_19,2y,C2,15,1014.2
2019,162,b1,2019_19,2y,C2,17.5,1007.5
2019,162,b1,2019_19,2y,C2,20,952.2
2019,162,b1,2019_19,2y,C2,22.5,938.4
2019,162,b1,2019_19,2y,C2,25,938.5
2019,162,b1,2019_19,2y,C2,27.5,931.5
2019,162,b1,2019_19,2y,C2,30,938.6
2019,162,b1,2019_19,2y,C2,32.5,973.5555555555555
2019,162,b1,2019_19,2y,C2,35,995.7142857142857
2019,162,b1,2019_19,2y,C2,37.5,1064.7142857142858
2019,162,b1,2019_19,2y,C2,40,1094.2857142857142
2019,162,b1,2019_19,2y,C2,42.5,1026.25
2019,162,b1,2019_19,2y,C2,45,1000.5
2019,162,b2,2019_21,4y,C4,0,222.54545454545453
2019,162,b2,2019_21,4y,C4,2.5,489.3636363636364
2019,162,b2,2019_21,4y,C4,5,580.0909090909091
2019,162,b2,2019_21,4y,C4,7.5,552.0909090909091
2019,162,b2,2019_21,4y,C4,10,539.3636363636364
2019,162,b2,2019_21,4y,C4,12.5,577.1818181818181
2019,162,b2,2019_21,4y,C4,15,577.1818181818181
2019,162,b2,2019_21,4y,C4,17.5,646.0909090909091
2019,162,b2,2019_21,4y,C4,20,752.8181818181819
2019,162,b2,2019_21,4y,C4,22.5,790.4545454545455
2019,162,b2,2019_21,4y,C4,25,821.6363636363636
2019,162,b2,2019_21,4y,C4,27.5,912.6363636363636
2019,162,b2,2019_21,4y,C4,30,1057.7777777777778
2019,162,b2,2019_21,4y,C4,32.5,1023.6666666666666
2019,162,b2,2019_21,4y,C4,35,1000.375
2019,162,b2,2019_21,4y,C4,37.5,1039.375
2019,162,b2,2019_21,4y,C4,40,1138.5
2019,162,b2,2019_21,4y,C4,42.5,1224.5
2019,162,b2,2019_21,4y,C4,45,1265
2019,162,b2,2019_27,2y,C2,0,289.6
2019,162,b2,2019_27,2y,C2,2.5,438.3
2019,162,b2,2019_27,2y,C2,5,780
2019,162,b2,2019_27,2y,C2,7.5,852.2
2019,162,b2,2019_27,2y,C2,10,876.2
2019,162,b2,2019_27,2y,C2,12.5,928.2
2019,162,b2,2019_27,2y,C2,15,1017.7
2019,162,b2,2019_27,2y,C2,17.5,1073
2019,162,b2,2019_27,2y,C2,20,1069.4444444444443
2019,162,b2,2019_27,2y,C2,22.5,1023.5555555555555
2019,162,b2,2019_27,2y,C2,25,1023.5555555555555
2019,162,b2,2019_27,2y,C2,27.5,1008.1111111111111
2019,162,b2,2019_27,2y,C2,30,1007.8888888888889
2019,162,b2,2019_27,2y,C2,32.5,974.5
2019,162,b2,2019_27,2y,C2,35,948.875
2019,162,b2,2019_27,2y,C2,37.5,901.375
2019,162,b2,2019_27,2y,C2,40,916.8571428571429
2019,162,b2,2019_27,2y,C2,42.5,946.1428571428571
2019,162,b2,2019_27,2y,C2,45,946.1428571428571
2019,162,b3,2019_31,4y,C4,0,186.2
2019,162,b3,2019_31,4y,C4,2.5,403.6
2019,162,b3,2019_31,4y,C4,5,590.1
2019,162,b3,2019_31,4y,C4,7.5,586.6
2019,162,b3,2019_31,4y,C4,10,589.9
2019,162,b3,2019_31,4y,C4,12.5,552
2019,162,b3,2019_31,4y,C4,15,565.7
2019,162,b3,2019_31,4y,C4,17.5,586.6
2019,162,b3,2019_31,4y,C4,20,700.4
2019,162,b3,2019_31,4y,C4,22.5,872.7
2019,162,b3,2019_31,4y,C4,25,983.1
2019,162,b3,2019_31,4y,C4,27.5,1069.4
2019,162,b3,2019_31,4y,C4,30,1086.8
2019,162,b3,2019_31,4y,C4,32.5,1103.9
2019,162,b3,2019_31,4y,C4,35,1131.6
2019,162,b3,2019_31,4y,C4,37.5,1124.5
2019,162,b3,2019_31,4y,C4,40,1162.6
2019,162,b3,2019_31,4y,C4,42.5,1217.5714285714287
2019,162,b3,2019_35,2y,C2,0,103.5
2019,162,b3,2019_35,2y,C2,2.5,282.8
2019,162,b3,2019_35,2y,C2,5,583
2019,162,b3,2019_35,2y,C2,7.5,638.2
2019,162,b3,2019_35,2y,C2,10,759
2019,162,b3,2019_35,2y,C2,12.5,821.1
2019,162,b3,2019_35,2y,C2,15,948.7
2019,162,b3,2019_35,2y,C2,17.5,990.3
2019,162,b3,2019_35,2y,C2,20,990.1
2019,162,b3,2019_35,2y,C2,22.5,969.6
2019,162,b3,2019_35,2y,C2,25,993.7
2019,162,b3,2019_35,2y,C2,27.5,1045.3
2019,162,b3,2019_35,2y,C2,30,1035.1
2019,162,b3,2019_35,2y,C2,32.5,1048.8
2019,162,b3,2019_35,2y,C2,35,1048.7
2019,162,b3,2019_35,2y,C2,37.5,1059.1
2019,162,b3,2019_35,2y,C2,40,1111
2019,162,b3,2019_35,2y,C2,42.5,1110.9
2019,162,b3,2019_35,2y,C2,45,1190.3333333333333
2019,162,b4,2019_43,4y,C4,0,233.77777777777777
2019,162,b4,2019_43,4y,C4,2.5,425.44444444444446
2019,162,b4,2019_43,4y,C4,5,590.1111111111111
2019,162,b4,2019_43,4y,C4,7.5,578.6666666666666
2019,162,b4,2019_43,4y,C4,10,640.2222222222222
2019,162,b4,2019_43,4y,C4,12.5,575
2019,162,b4,2019_43,4y,C4,15,586.5555555555555
2019,162,b4,2019_43,4y,C4,17.5,601.8888888888889
2019,162,b4,2019_43,4y,C4,20,674.5555555555555
2019,162,b4,2019_43,4y,C4,22.5,828
2019,162,b4,2019_43,4y,C4,25,962.1111111111111
2019,162,b4,2019_43,4y,C4,27.5,1088.4444444444443
2019,162,b4,2019_43,4y,C4,30,1138.3333333333333
2019,162,b4,2019_43,4y,C4,32.5,1153.7777777777778
2019,162,b4,2019_43,4y,C4,35,1146.111111111111
2019,162,b4,2019_43,4y,C4,37.5,1121.25
2019,162,b4,2019_43,4y,C4,40,1143.5714285714287
2019,162,b4,2019_43,4y,C4,42.5,940
2019,162,b4,2019_43,4y,C4,45,1104
2019,162,b4,2019_45,2y,C2,0,257
2019,162,b4,2019_45,2y,C2,2.5,432.8181818181818
2019,162,b4,2019_45,2y,C2,5,658.6363636363636
2019,162,b4,2019_45,2y,C2,7.5,733.9090909090909
2019,162,b4,2019_45,2y,C2,10,784.0909090909091
2019,162,b4,2019_45,2y,C2,12.5,843.7272727272727
2019,162,b4,2019_45,2y,C2,15,922
2019,162,b4,2019_45,2y,C2,17.5,956.5454545454545
2019,162,b4,2019_45,2y,C2,20,984.7272727272727
2019,162,b4,2019_45,2y,C2,22.5,953.5454545454545
2019,162,b4,2019_45,2y,C2,25,956.3636363636364
2019,162,b4,2019_45,2y,C2,27.5,931.6363636363636
2019,162,b4,2019_45,2y,C2,30,928.4545454545455
2019,162,b4,2019_45,2y,C2,32.5,893.7272727272727
2019,162,b4,2019_45,2y,C2,35,897.2
2019,162,b4,2019_45,2y,C2,37.5,920
2019,162,b4,2019_45,2y,C2,40,912.2222222222222
2019,162,b4,2019_45,2y,C2,42.5,965.8333333333334
2019,162,b4,2019_45,2y,C2,45,1052.1666666666667
2020,175,b1,2020_13,2y,C2,0,82.9
2020,175,b1,2020_13,2y,C2,2.5,395
2020,175,b1,2020_13,2y,C2,5,866.1111111111111
2020,175,b1,2020_13,2y,C2,7.5,1449
2020,175,b1,2020_13,2y,C2,10,1976.8
2020,175,b1,2020_13,2y,C2,12.5,2411.8
2020,175,b1,2020_13,2y,C2,15,2352.9
2020,175,b1,2020_13,2y,C2,17.5,2183.8
2020,175,b1,2020_13,2y,C2,20,1874.4444444444443
2020,175,b1,2020_13,2y,C2,22.5,1922
2020,175,b1,2020_13,2y,C2,25,1776.8
2020,175,b1,2020_13,2y,C2,27.5,1652.8
2020,175,b1,2020_13,2y,C2,30,1624.9
2020,175,b1,2020_13,2y,C2,32.5,1538.8
2020,175,b1,2020_13,2y,C2,35,1472.9
2020,175,b1,2020_13,2y,C2,37.5,1400.7
2020,175,b1,2020_13,2y,C2,40,1790.2222222222222
2020,175,b1,2020_13,2y,C2,42.5,1541.3333333333333
2020,175,b1,2020_17,4y,C4,0,131.1
2020,175,b1,2020_17,4y,C4,2.5,202.875
2020,175,b1,2020_17,4y,C4,5,275.9
2020,175,b1,2020_17,4y,C4,7.5,586.5
2020,175,b1,2020_17,4y,C4,10,896.9
2020,175,b1,2020_17,4y,C4,12.5,966.1
2020,175,b1,2020_17,4y,C4,15,1459.5
2020,175,b1,2020_17,4y,C4,17.5,1769.8
2020,175,b1,2020_17,4y,C4,20,1978
2020,175,b1,2020_17,4y,C4,22.5,1997.6
2020,175,b1,2020_17,4y,C4,25,2187.3
2020,175,b1,2020_17,4y,C4,27.5,2641.3333333333335
2020,175,b1,2020_17,4y,C4,30,2806
2020,175,b1,2020_17,4y,C4,32.5,2729.5555555555557
2020,175,b1,2020_17,4y,C4,35,2848.1111111111113
2020,175,b1,2020_17,4y,C4,37.5,2683.222222222222
2020,175,b1,2020_17,4y,C4,40,2518.625
2020,175,b1,2020_17,4y,C4,42.5,2436.5
2020,175,b2,2020_22,4y,C4,0,51.8
2020,175,b2,2020_22,4y,C4,2.5,198.5
2020,175,b2,2020_22,4y,C4,5,538.3
2020,175,b2,2020_22,4y,C4,7.5,700.2
2020,175,b2,2020_22,4y,C4,10,997
2020,175,b2,2020_22,4y,C4,12.5,1397.2
2020,175,b2,2020_22,4y,C4,15,1759.5
2020,175,b2,2020_22,4y,C4,17.5,1697.6
2020,175,b2,2020_22,4y,C4,20,1821.5
2020,175,b2,2020_22,4y,C4,22.5,2083.7
2020,175,b2,2020_22,4y,C4,25,2328.8
2020,175,b2,2020_22,4y,C4,27.5,2414.9
2020,175,b2,2020_22,4y,C4,30,2352.9
2020,175,b2,2020_22,4y,C4,32.5,2394.2
2020,175,b2,2020_22,4y,C4,35,2294.2
2020,175,b2,2020_22,4y,C4,37.5,2228.6
2020,175,b2,2020_22,4y,C4,40,2211.3
2020,175,b2,2020_22,4y,C4,42.5,2059.9
2020,175,b2,2020_24,2y,C2,0,421
2020,175,b2,2020_24,2y,C2,2.5,862.4444444444445
2020,175,b2,2020_24,2y,C2,5,1107.3
2020,175,b2,2020_24,2y,C2,7.5,1397.3
2020,175,b2,2020_24,2y,C2,10,1587
2020,175,b2,2020_24,2y,C2,12.5,1811.2
2020,175,b2,2020_24,2y,C2,15,1911.2
2020,175,b2,2020_24,2y,C2,17.5,1893.9
2020,175,b2,2020_24,2y,C2,20,1835.4
2020,175,b2,2020_24,2y,C2,22.5,1759.6666666666667
2020,175,b2,2020_24,2y,C2,25,1809.2222222222222
2020,175,b2,2020_24,2y,C2,27.5,1770.888888888889
2020,175,b2,2020_24,2y,C2,30,1820.6666666666667
2020,175,b2,2020_24,2y,C2,32.5,1832.111111111111
2020,175,b2,2020_24,2y,C2,35,1744.3333333333333
2020,175,b2,2020_24,2y,C2,37.5,1634.25
2020,175,b2,2020_24,2y,C2,40,1629.111111111111
2020,175,b2,2020_24,2y,C2,42.5,1685.2857142857142
2020,175,b3,2020_34,2y,C2,0,310.4
2020,175,b3,2020_34,2y,C2,2.5,451.9
2020,175,b3,2020_34,2y,C2,5,1386.8
2020,175,b3,2020_34,2y,C2,7.5,1845.8
2020,175,b3,2020_34,2y,C2,10,2318.5
2020,175,b3,2020_34,2y,C2,12.5,2477.2
2020,175,b3,2020_34,2y,C2,15,2325.2
2020,175,b3,2020_34,2y,C2,17.5,2339
2020,175,b3,2020_34,2y,C2,20,2252.8
2020,175,b3,2020_34,2y,C2,22.5,2083.6
2020,175,b3,2020_34,2y,C2,25,2053
2020,175,b3,2020_34,2y,C2,27.5,1897.5
2020,175,b3,2020_34,2y,C2,30,1807.8
2020,175,b3,2020_34,2y,C2,32.5,1638.7
2020,175,b3,2020_34,2y,C2,35,1544.7777777777778
2020,175,b3,2020_34,2y,C2,37.5,1491.111111111111
2020,175,b3,2020_34,2y,C2,40,1491.3333333333333
2020,175,b3,2020_34,2y,C2,42.5,1468.7142857142858
2020,175,b3,2020_34,2y,C2,45,1104
2020,175,b3,2020_39,4y,C4,0,130.9
2020,175,b3,2020_39,4y,C4,2.5,379.44444444444446
2020,175,b3,2020_39,4y,C4,5,712.8888888888889
2020,175,b3,2020_39,4y,C4,7.5,1097.1
2020,175,b3,2020_39,4y,C4,10,1545.4
2020,175,b3,2020_39,4y,C4,12.5,1718.3
2020,175,b3,2020_39,4y,C4,15,1821.6
2020,175,b3,2020_39,4y,C4,17.5,1793.9
2020,175,b3,2020_39,4y,C4,20,2073.5555555555557
2020,175,b3,2020_39,4y,C4,22.5,2063.1
2020,175,b3,2020_39,4y,C4,25,2146.777777777778
2020,175,b3,2020_39,4y,C4,27.5,2016.4444444444443
2020,175,b3,2020_39,4y,C4,30,1847.5555555555557
2020,175,b3,2020_39,4y,C4,32.5,1794.111111111111
2020,175,b3,2020_39,4y,C4,35,1736.3333333333333
2020,175,b3,2020_39,4y,C4,37.5,1579.4444444444443
2020,175,b3,2020_39,4y,C4,40,1575.7777777777778
2020,175,b3,2020_39,4y,C4,42.5,1490.4
2020,175,b4,2020_41,4y,C4,0,117.3
2020,175,b4,2020_41,4y,C4,2.5,217.4
2020,175,b4,2020_41,4y,C4,5,476.2
2020,175,b4,2020_41,4y,C4,7.5,727.8
2020,175,b4,2020_41,4y,C4,10,948.6
2020,175,b4,2020_41,4y,C4,12.5,1159.2
2020,175,b4,2020_41,4y,C4,15,1314.4
2020,175,b4,2020_41,4y,C4,17.5,1307.4
2020,175,b4,2020_41,4y,C4,20,1324.7
2020,175,b4,2020_41,4y,C4,22.5,1438.6
2020,175,b4,2020_41,4y,C4,25,1445.6
2020,175,b4,2020_41,4y,C4,27.5,1404
2020,175,b4,2020_41,4y,C4,30,1445.7
2020,175,b4,2020_41,4y,C4,32.5,1449.1
2020,175,b4,2020_41,4y,C4,35,1410.9
2020,175,b4,2020_41,4y,C4,37.5,1342.1
2020,175,b4,2020_41,4y,C4,40,1355.7
2020,175,b4,2020_41,4y,C4,42.5,1296.4285714285713
2020,175,b4,2020_44,2y,C2,0,293.2
2020,175,b4,2020_44,2y,C2,2.5,614
2020,175,b4,2020_44,2y,C2,5,1152.1
2020,175,b4,2020_44,2y,C2,7.5,1438.6
2020,175,b4,2020_44,2y,C2,10,1911.2
2020,175,b4,2020_44,2y,C2,12.5,2080.2
2020,175,b4,2020_44,2y,C2,15,2063.1
2020,175,b4,2020_44,2y,C2,17.5,2011.3
2020,175,b4,2020_44,2y,C2,20,2073.6
2020,175,b4,2020_44,2y,C2,22.5,1956
2020,175,b4,2020_44,2y,C2,25,1825.2
2020,175,b4,2020_44,2y,C2,27.5,1671.5555555555557
2020,175,b4,2020_44,2y,C2,30,1565.5
2020,175,b4,2020_44,2y,C2,32.5,1565.25
2020,175,b4,2020_44,2y,C2,35,1479.125
2020,175,b4,2020_44,2y,C2,37.5,1423.125
2020,175,b4,2020_44,2y,C2,40,1423
2020,175,b4,2020_44,2y,C2,42.5,1409.857142857143
