year,date,doy,plot_id,subrep_id,rootdepth_cm,cum_gdd
2018,2018-05-08,128,2018_13,2018_13-1,0,0
2018,2018-05-08,128,2018_13,2018_13-2,0,0
2018,2018-05-08,128,2018_13,2018_13-3,0,0
2018,2018-05-08,128,2018_13,2018_13-4,0,0
2018,2018-05-08,128,2018_18,2018_18-1,0,0
2018,2018-05-08,128,2018_18,2018_18-2,0,0
2018,2018-05-08,128,2018_18,2018_18-3,0,0
2018,2018-05-08,128,2018_18,2018_18-4,0,0
2018,2018-05-08,128,2018_24,2018_24-1,0,0
2018,2018-05-08,128,2018_24,2018_24-2,0,0
2018,2018-05-08,128,2018_24,2018_24-3,0,0
2018,2018-05-08,128,2018_24,2018_24-4,0,0
2018,2018-05-08,128,2018_28,2018_28-1,0,0
2018,2018-05-08,128,2018_28,2018_28-2,0,0
2018,2018-05-08,128,2018_28,2018_28-3,0,0
2018,2018-05-08,128,2018_28,2018_28-4,0,0
2018,2018-05-08,128,2018_34,2018_34-1,0,0
2018,2018-05-08,128,2018_34,2018_34-2,0,0
2018,2018-05-08,128,2018_34,2018_34-3,0,0
2018,2018-05-08,128,2018_34,2018_34-4,0,0
2018,2018-05-08,128,2018_37,2018_37-1,0,0
2018,2018-05-08,128,2018_37,2018_37-2,0,0
2018,2018-05-08,128,2018_37,2018_37-3,0,0
2018,2018-05-08,128,2018_37,2018_37-4,0,0
2018,2018-05-08,128,2018_44,2018_44-1,0,0
2018,2018-05-08,128,2018_44,2018_44-2,0,0
2018,2018-05-08,128,2018_44,2018_44-3,0,0
2018,2018-05-08,128,2018_44,2018_44-4,0,0
2018,2018-05-08,128,2018_46,2018_46-1,0,0
2018,2018-05-08,128,2018_46,2018_46-2,0,0
2018,2018-05-08,128,2018_46,2018_46-3,0,0
2018,2018-05-08,128,2018_46,2018_46-4,0,0
2018,2018-05-28,148,2018_13,2018_13-1,10.795,215.316
2018,2018-05-28,148,2018_13,2018_13-2,8.89,215.316
2018,2018-05-28,148,2018_13,2018_13-3,6.35,215.316
2018,2018-05-28,148,2018_13,2018_13-4,9.525,215.316
2018,2018-05-28,148,2018_18,2018_18-1,10.795,215.316
2018,2018-05-28,148,2018_18,2018_18-2,9.525,215.316
2018,2018-05-28,148,2018_18,2018_18-3,9.525,215.316
2018,2018-05-28,148,2018_18,2018_18-4,9.525,215.316
2018,2018-05-28,148,2018_24,2018_24-1,6.35,215.316
2018,2018-05-28,148,2018_24,2018_24-2,8.89,215.316
2018,2018-05-28,148,2018_24,2018_24-3,6.985,215.316
2018,2018-05-28,148,2018_24,2018_24-4,8.89,215.316
2018,2018-05-28,148,2018_28,2018_28-1,7.62,215.316
2018,2018-05-28,148,2018_28,2018_28-2,13.97,215.316
2018,2018-05-28,148,2018_28,2018_28-3,10.16,215.316
2018,2018-05-28,148,2018_28,2018_28-4,10.795,215.316
2018,2018-05-28,148,2018_34,2018_34-1,9.525,215.316
2018,2018-05-28,148,2018_34,2018_34-2,8.255,215.316
2018,2018-05-28,148,2018_34,2018_34-3,9.525,215.316
2018,2018-05-28,148,2018_34,2018_34-4,6.985,215.316
2018,2018-05-28,148,2018_37,2018_37-1,5.715,215.316
2018,2018-05-28,148,2018_37,2018_37-2,10.16,215.316
2018,2018-05-28,148,2018_37,2018_37-3,12.065,215.316
2018,2018-05-28,148,2018_37,2018_37-4,9.525,215.316
2018,2018-05-28,148,2018_44,2018_44-1,8.89,215.316
2018,2018-05-28,148,2018_44,2018_44-2,10.795,215.316
2018,2018-05-28,148,2018_44,2018_44-3,7.62,215.316
2018,2018-05-28,148,2018_44,2018_44-4,8.89,215.316
2018,2018-05-28,148,2018_46,2018_46-1,7.62,215.316
2018,2018-05-28,148,2018_46,2018_46-2,10.16,215.316
2018,2018-05-28,148,2018_46,2018_46-3,7.62,215.316
2018,2018-05-28,148,2018_46,2018_46-4,8.89,215.316
2018,2018-06-04,155,2018_13,2018_13-1,14.605,308.051
2018,2018-06-04,155,2018_13,2018_13-2,27.305,308.051
2018,2018-06-04,155,2018_13,2018_13-3,17.145,308.051
2018,2018-06-04,155,2018_13,2018_13-4,14.605,308.051
2018,2018-06-04,155,2018_18,2018_18-1,24.13,308.051
2018,2018-06-04,155,2018_18,2018_18-2,24.13,308.051
2018,2018-06-04,155,2018_18,2018_18-3,15.24,308.051
2018,2018-06-04,155,2018_18,2018_18-4,20.32,308.051
2018,2018-06-04,155,2018_24,2018_24-1,30.48,308.051
2018,2018-06-04,155,2018_24,2018_24-2,20.955000000000002,308.051
2018,2018-06-04,155,2018_24,2018_24-3,16.51,308.051
2018,2018-06-04,155,2018_24,2018_24-4,11.43,308.051
2018,2018-06-04,155,2018_28,2018_28-1,25.4,308.051
2018,2018-06-04,155,2018_28,2018_28-2,24.13,308.051
2018,2018-06-04,155,2018_28,2018_28-3,21.59,308.051
2018,2018-06-04,155,2018_28,2018_28-4,26.67,308.051
2018,2018-06-04,155,2018_34,2018_34-1,11.43,308.051
2018,2018-06-04,155,2018_34,2018_34-2,18.415,308.051
2018,2018-06-04,155,2018_34,2018_34-3,10.16,308.051
2018,2018-06-04,155,2018_34,2018_34-4,19.685,308.051
2018,2018-06-04,155,2018_37,2018_37-1,27.305,308.051
2018,2018-06-04,155,2018_37,2018_37-2,20.955000000000002,308.051
2018,2018-06-04,155,2018_37,2018_37-3,16.51,308.051
2018,2018-06-04,155,2018_37,2018_37-4,24.13,308.051
2018,2018-06-04,155,2018_44,2018_44-1,20.955000000000002,308.051
2018,2018-06-04,155,2018_44,2018_44-2,14.605,308.051
2018,2018-06-04,155,2018_44,2018_44-3,10.16,308.051
2018,2018-06-04,155,2018_44,2018_44-4,17.145,308.051
2018,2018-06-04,155,2018_46,2018_46-1,31.75,308.051
2018,2018-06-04,155,2018_46,2018_46-2,24.765,308.051
2018,2018-06-04,155,2018_46,2018_46-3,22.86,308.051
2018,2018-06-04,155,2018_46,2018_46-4,17.78,308.051
2018,2018-07-16,197,2018_13,2018_13-1,48.26,894.836
2018,2018-07-16,197,2018_13,2018_13-2,63.5,894.836
2018,2018-07-16,197,2018_13,2018_13-3,33.02,894.836
2018,2018-07-16,197,2018_13,2018_13-4,43.18,894.836
2018,2018-07-16,197,2018_18,2018_18-1,93.98,894.836
2018,2018-07-16,197,2018_18,2018_18-2,52.07,894.836
2018,2018-07-16,197,2018_18,2018_18-3,35.56,894.836
2018,2018-07-16,197,2018_18,2018_18-4,63.5,894.836
2018,2018-07-16,197,2018_24,2018_24-1,30.48,894.836
2018,2018-07-16,197,2018_24,2018_24-2,22.86,894.836
2018,2018-07-16,197,2018_24,2018_24-3,63.5,894.836
2018,2018-07-16,197,2018_24,2018_24-4,43.18,894.836
2018,2018-07-16,197,2018_28,2018_28-1,58.42,894.836
2018,2018-07-16,197,2018_28,2018_28-2,58.42,894.836
2018,2018-07-16,197,2018_28,2018_28-3,68.58,894.836
2018,2018-07-16,197,2018_28,2018_28-4,48.26,894.836
2018,2018-07-16,197,2018_34,2018_34-1,33.02,894.836
2018,2018-07-16,197,2018_34,2018_34-2,33.02,894.836
2018,2018-07-16,197,2018_34,2018_34-3,43.18,894.836
2018,2018-07-16,197,2018_34,2018_34-4,45.72,894.836
2018,2018-07-16,197,2018_37,2018_37-1,60.96,894.836
2018,2018-07-16,197,2018_37,2018_37-2,55.88,894.836
2018,2018-07-16,197,2018_37,2018_37-3,45.72,894.836
2018,2018-07-16,197,2018_37,2018_37-4,45.72,894.836
2018,2018-07-16,197,2018_44,2018_44-1,50.8,894.836
2018,2018-07-16,197,2018_44,2018_44-2,68.58,894.836
2018,2018-07-16,197,2018_44,2018_44-3,68.58,894.836
2018,2018-07-16,197,2018_44,2018_44-4,71.12,894.836
2018,2018-07-16,197,2018_46,2018_46-1,43.18,894.836
2018,2018-07-16,197,2018_46,2018_46-2,33.02,894.836
2018,2018-07-16,197,2018_46,2018_46-3,33.02,894.836
2018,2018-07-16,197,2018_46,2018_46-4,22.86,894.836
2018,2018-07-23,204,2018_13,2018_13-1,58.42,988.211
2018,2018-07-23,204,2018_13,2018_13-2,50.8,988.211
2018,2018-07-23,204,2018_13,2018_13-3,55.88,988.211
2018,2018-07-23,204,2018_13,2018_13-4,50.8,988.211
2018,2018-07-23,204,2018_18,2018_18-1,58.42,988.211
2018,2018-07-23,204,2018_18,2018_18-2,48.26,988.211
2018,2018-07-23,204,2018_18,2018_18-3,76.2,988.211
2018,2018-07-23,204,2018_18,2018_18-4,60.96,988.211
2018,2018-07-23,204,2018_24,2018_24-1,30.48,988.211
2018,2018-07-23,204,2018_24,2018_24-2,38.1,988.211
2018,2018-07-23,204,2018_24,2018_24-3,60.96,988.211
2018,2018-07-23,204,2018_24,2018_24-4,43.18,988.211
2018,2018-07-23,204,2018_28,2018_28-1,66.04,988.211
2018,2018-07-23,204,2018_28,2018_28-2,45.72,988.211
2018,2018-07-23,204,2018_28,2018_28-3,48.26,988.211
2018,2018-07-23,204,2018_28,2018_28-4,53.34,988.211
2018,2018-07-23,204,2018_34,2018_34-1,43.18,988.211
2018,2018-07-23,204,2018_34,2018_34-2,43.18,988.211
2018,2018-07-23,204,2018_34,2018_34-3,40.64,988.211
2018,2018-07-23,204,2018_34,2018_34-4,40.64,988.211
2018,2018-07-23,204,2018_37,2018_37-1,68.58,988.211
2018,2018-07-23,204,2018_37,2018_37-2,73.66,988.211
2018,2018-07-23,204,2018_37,2018_37-3,60.96,988.211
2018,2018-07-23,204,2018_37,2018_37-4,66.04,988.211
2018,2018-07-23,204,2018_44,2018_44-1,50.8,988.211
2018,2018-07-23,204,2018_44,2018_44-2,55.88,988.211
2018,2018-07-23,204,2018_44,2018_44-3,66.04,988.211
2018,2018-07-23,204,2018_44,2018_44-4,55.88,988.211
2018,2018-07-23,204,2018_46,2018_46-1,50.8,988.211
2018,2018-07-23,204,2018_46,2018_46-2,58.42,988.211
2018,2018-07-23,204,2018_46,2018_46-3,66.04,988.211
2018,2018-07-23,204,2018_46,2018_46-4,30.48,988.211
2018,2018-07-31,212,2018_13,2018_13-1,40.64,1076.251
2018,2018-07-31,212,2018_13,2018_13-2,43.18,1076.251
2018,2018-07-31,212,2018_13,2018_13-3,33.02,1076.251
2018,2018-07-31,212,2018_13,2018_13-4,40.64,1076.251
2018,2018-07-31,212,2018_18,2018_18-1,48.26,1076.251
2018,2018-07-31,212,2018_18,2018_18-2,53.34,1076.251
2018,2018-07-31,212,2018_18,2018_18-3,55.88,1076.251
2018,2018-07-31,212,2018_18,2018_18-4,78.74,1076.251
2018,2018-07-31,212,2018_24,2018_24-1,43.18,1076.251
2018,2018-07-31,212,2018_24,2018_24-2,40.64,1076.251
2018,2018-07-31,212,2018_24,2018_24-3,38.1,1076.251
2018,2018-07-31,212,2018_24,2018_24-4,50.8,1076.251
2018,2018-07-31,212,2018_28,2018_28-1,48.26,1076.251
2018,2018-07-31,212,2018_28,2018_28-2,50.8,1076.251
2018,2018-07-31,212,2018_28,2018_28-3,58.42,1076.251
2018,2018-07-31,212,2018_28,2018_28-4,48.26,1076.251
2018,2018-07-31,212,2018_34,2018_34-1,38.1,1076.251
2018,2018-07-31,212,2018_34,2018_34-2,25.4,1076.251
2018,2018-07-31,212,2018_34,2018_34-3,48.26,1076.251
2018,2018-07-31,212,2018_34,2018_34-4,50.8,1076.251
2018,2018-07-31,212,2018_37,2018_37-1,66.04,1076.251
2018,2018-07-31,212,2018_37,2018_37-2,63.5,1076.251
2018,2018-07-31,212,2018_37,2018_37-3,71.12,1076.251
2018,2018-07-31,212,2018_37,2018_37-4,73.66,1076.251
2018,2018-07-31,212,2018_44,2018_44-1,60.96,1076.251
2018,2018-07-31,212,2018_44,2018_44-2,60.96,1076.251
2018,2018-07-31,212,2018_44,2018_44-3,48.26,1076.251
2018,2018-07-31,212,2018_44,2018_44-4,48.26,1076.251
2018,2018-07-31,212,2018_46,2018_46-1,30.48,1076.251
2018,2018-07-31,212,2018_46,2018_46-2,48.26,1076.251
2018,2018-07-31,212,2018_46,2018_46-3,40.64,1076.251
2018,2018-07-31,212,2018_46,2018_46-4,55.88,1076.251
2019,2019-06-03,154,2019_12,2019_12-1,0,0
2019,2019-06-03,154,2019_19,2019_19-1,0,0
2019,2019-06-03,154,2019_21,2019_21-1,0,0
2019,2019-06-03,154,2019_27,2019_27-1,0,0
2019,2019-06-03,154,2019_31,2019_31-1,0,0
2019,2019-06-03,154,2019_35,2019_35-1,0,0
2019,2019-06-03,154,2019_43,2019_43-1,0,0
2019,2019-06-03,154,2019_45,2019_45-1,0,0
2019,2019-06-26,177,2019_12,2019_12-1,28,253.815
2019,2019-06-26,177,2019_12,2019_12-2,23,253.815
2019,2019-06-26,177,2019_12,2019_12-3,42,253.815
2019,2019-06-26,177,2019_12,2019_12-4,28,253.815
2019,2019-06-26,177,2019_19,2019_19-1,18,253.815
2019,2019-06-26,177,2019_19,2019_19-2,19,253.815
2019,2019-06-26,177,2019_19,2019_19-3,12,253.815
2019,2019-06-26,177,2019_19,2019_19-4,14,253.815
2019,2019-06-26,177,2019_21,2019_21-1,39,253.815
2019,2019-06-26,177,2019_21,2019_21-2,29,253.815
2019,2019-06-26,177,2019_21,2019_21-3,28,253.815
2019,2019-06-26,177,2019_21,2019_21-4,NA,253.815
2019,2019-06-26,177,2019_27,2019_27-1,26,253.815
2019,2019-06-26,177,2019_27,2019_27-2,8,253.815
2019,2019-06-26,177,2019_27,2019_27-3,8,253.815
2019,2019-06-26,177,2019_27,2019_27-4,11,253.815
2019,2019-06-26,177,2019_31,2019_31-1,31,253.815
2019,2019-06-26,177,2019_31,2019_31-2,23,253.815
2019,2019-06-26,177,2019_31,2019_31-3,22,253.815
2019,2019-06-26,177,2019_31,2019_31-4,24,253.815
2019,2019-06-26,177,2019_35,2019_35-1,21,253.815
2019,2019-06-26,177,2019_35,2019_35-2,22,253.815
2019,2019-06-26,177,2019_35,2019_35-3,19,253.815
2019,2019-06-26,177,2019_35,2019_35-4,27,253.815
2019,2019-06-26,177,2019_43,2019_43-1,15,253.815
2019,2019-06-26,177,2019_43,2019_43-2,13,253.815
2019,2019-06-26,177,2019_43,2019_43-3,18,253.815
2019,2019-06-26,177,2019_43,2019_43-4,NA,253.815
2019,2019-06-26,177,2019_45,2019_45-1,9,253.815
2019,2019-06-26,177,2019_45,2019_45-2,20,253.815
2019,2019-06-26,177,2019_45,2019_45-3,23,253.815
2019,2019-06-26,177,2019_45,2019_45-4,7,253.815
2019,2019-07-08,189,2019_12,2019_12-1,17.78,441.77
2019,2019-07-08,189,2019_12,2019_12-2,45.72,441.77
2019,2019-07-08,189,2019_12,2019_12-3,27.94,441.77
2019,2019-07-08,189,2019_12,2019_12-4,22.86,441.77
2019,2019-07-08,189,2019_19,2019_19-1,43.18,441.77
2019,2019-07-08,189,2019_19,2019_19-2,43.18,441.77
2019,2019-07-08,189,2019_19,2019_19-3,NA,441.77
2019,2019-07-08,189,2019_19,2019_19-4,NA,441.77
2019,2019-07-08,189,2019_21,2019_21-1,27.94,441.77
2019,2019-07-08,189,2019_21,2019_21-2,NA,441.77
2019,2019-07-08,189,2019_21,2019_21-3,NA,441.77
2019,2019-07-08,189,2019_21,2019_21-4,NA,441.77
2019,2019-07-08,189,2019_27,2019_27-1,50.8,441.77
2019,2019-07-08,189,2019_27,2019_27-2,53.34,441.77
2019,2019-07-08,189,2019_27,2019_27-3,35.56,441.77
2019,2019-07-08,189,2019_27,2019_27-4,58.42,441.77
2019,2019-07-08,189,2019_31,2019_31-1,35.56,441.77
2019,2019-07-08,189,2019_31,2019_31-2,15.24,441.77
2019,2019-07-08,189,2019_31,2019_31-3,55.88,441.77
2019,2019-07-08,189,2019_31,2019_31-4,35.56,441.77
2019,2019-07-08,189,2019_35,2019_35-1,17.78,441.77
2019,2019-07-08,189,2019_35,2019_35-2,22.86,441.77
2019,2019-07-08,189,2019_35,2019_35-3,17.78,441.77
2019,2019-07-08,189,2019_35,2019_35-4,22.86,441.77
2019,2019-07-08,189,2019_43,2019_43-1,22.86,441.77
2019,2019-07-08,189,2019_43,2019_43-2,60.96,441.77
2019,2019-07-08,189,2019_43,2019_43-3,35.56,441.77
2019,2019-07-08,189,2019_43,2019_43-4,45.72,441.77
2019,2019-07-08,189,2019_45,2019_45-1,25.4,441.77
2019,2019-07-08,189,2019_45,2019_45-2,33.02,441.77
2019,2019-07-08,189,2019_45,2019_45-3,45.72,441.77
2019,2019-07-08,189,2019_45,2019_45-4,35.56,441.77
2019,2019-07-15,196,2019_12,2019_12-1,60.96,544.685
2019,2019-07-15,196,2019_12,2019_12-2,58.42,544.685
2019,2019-07-15,196,2019_12,2019_12-3,63.5,544.685
2019,2019-07-15,196,2019_12,2019_12-4,58.42,544.685
2019,2019-07-15,196,2019_19,2019_19-1,50.8,544.685
2019,2019-07-15,196,2019_19,2019_19-2,27.94,544.685
2019,2019-07-15,196,2019_19,2019_19-3,53.34,544.685
2019,2019-07-15,196,2019_19,2019_19-4,50.8,544.685
2019,2019-07-15,196,2019_21,2019_21-1,55.88,544.685
2019,2019-07-15,196,2019_21,2019_21-2,60.96,544.685
2019,2019-07-15,196,2019_21,2019_21-3,60.96,544.685
2019,2019-07-15,196,2019_21,2019_21-4,40.64,544.685
2019,2019-07-15,196,2019_27,2019_27-1,35.56,544.685
2019,2019-07-15,196,2019_27,2019_27-2,43.18,544.685
2019,2019-07-15,196,2019_27,2019_27-3,38.1,544.685
2019,2019-07-15,196,2019_27,2019_27-4,50.8,544.685
2019,2019-07-15,196,2019_31,2019_31-1,48.26,544.685
2019,2019-07-15,196,2019_31,2019_31-2,45.72,544.685
2019,2019-07-15,196,2019_31,2019_31-3,55.88,544.685
2019,2019-07-15,196,2019_31,2019_31-4,50.8,544.685
2019,2019-07-15,196,2019_35,2019_35-1,40.64,544.685
2019,2019-07-15,196,2019_35,2019_35-2,40.64,544.685
2019,2019-07-15,196,2019_35,2019_35-3,48.26,544.685
2019,2019-07-15,196,2019_35,2019_35-4,48.26,544.685
2019,2019-07-15,196,2019_43,2019_43-1,55.88,544.685
2019,2019-07-15,196,2019_43,2019_43-2,30.48,544.685
2019,2019-07-15,196,2019_43,2019_43-3,68.58,544.685
2019,2019-07-15,196,2019_43,2019_43-4,63.5,544.685
2019,2019-07-15,196,2019_45,2019_45-1,40.64,544.685
2019,2019-07-15,196,2019_45,2019_45-2,27.94,544.685
2019,2019-07-15,196,2019_45,2019_45-3,45.72,544.685
2019,2019-07-15,196,2019_45,2019_45-4,43.18,544.685
2019,2019-07-22,203,2019_12,2019_12-1,55.88,647.395
2019,2019-07-22,203,2019_12,2019_12-2,58.42,647.395
2019,2019-07-22,203,2019_12,2019_12-3,60.96,647.395
2019,2019-07-22,203,2019_12,2019_12-4,83.82000000000001,647.395
2019,2019-07-22,203,2019_19,2019_19-1,50.8,647.395
2019,2019-07-22,203,2019_19,2019_19-2,50.8,647.395
2019,2019-07-22,203,2019_19,2019_19-3,63.5,647.395
2019,2019-07-22,203,2019_19,2019_19-4,66.04,647.395
2019,2019-07-22,203,2019_21,2019_21-1,86.36,647.395
2019,2019-07-22,203,2019_21,2019_21-2,71.12,647.395
2019,2019-07-22,203,2019_21,2019_21-3,66.04,647.395
2019,2019-07-22,203,2019_21,2019_21-4,73.66,647.395
2019,2019-07-22,203,2019_27,2019_27-1,38.1,647.395
2019,2019-07-22,203,2019_27,2019_27-2,38.1,647.395
2019,2019-07-22,203,2019_27,2019_27-3,40.64,647.395
2019,2019-07-22,203,2019_27,2019_27-4,50.8,647.395
2019,2019-07-22,203,2019_31,2019_31-1,71.12,647.395
2019,2019-07-22,203,2019_31,2019_31-2,78.74,647.395
2019,2019-07-22,203,2019_31,2019_31-3,66.04,647.395
2019,2019-07-22,203,2019_31,2019_31-4,99.06,647.395
2019,2019-07-22,203,2019_35,2019_35-1,68.58,647.395
2019,2019-07-22,203,2019_35,2019_35-2,55.88,647.395
2019,2019-07-22,203,2019_35,2019_35-3,58.42,647.395
2019,2019-07-22,203,2019_35,2019_35-4,43.18,647.395
2019,2019-07-22,203,2019_43,2019_43-1,63.5,647.395
2019,2019-07-22,203,2019_43,2019_43-2,58.42,647.395
2019,2019-07-22,203,2019_43,2019_43-3,66.04,647.395
2019,2019-07-22,203,2019_43,2019_43-4,68.58,647.395
2019,2019-07-22,203,2019_45,2019_45-1,60.96,647.395
2019,2019-07-22,203,2019_45,2019_45-2,66.04,647.395
2019,2019-07-22,203,2019_45,2019_45-3,50.8,647.395
2019,2019-07-22,203,2019_45,2019_45-4,60.96,647.395
2019,2019-07-31,212,2019_12,2019_12-1,76.2,756.93
2019,2019-07-31,212,2019_12,2019_12-2,86.36,756.93
2019,2019-07-31,212,2019_12,2019_12-3,78.74,756.93
2019,2019-07-31,212,2019_12,2019_12-4,101.6,756.93
2019,2019-07-31,212,2019_19,2019_19-1,76.2,756.93
2019,2019-07-31,212,2019_19,2019_19-2,71.12,756.93
2019,2019-07-31,212,2019_19,2019_19-3,63.5,756.93
2019,2019-07-31,212,2019_19,2019_19-4,76.2,756.93
2019,2019-07-31,212,2019_21,2019_21-1,78.74,756.93
2019,2019-07-31,212,2019_21,2019_21-2,88.9,756.93
2019,2019-07-31,212,2019_21,2019_21-3,73.66,756.93
2019,2019-07-31,212,2019_21,2019_21-4,60.96,756.93
2019,2019-07-31,212,2019_27,2019_27-1,71.12,756.93
2019,2019-07-31,212,2019_27,2019_27-2,68.58,756.93
2019,2019-07-31,212,2019_27,2019_27-3,71.12,756.93
2019,2019-07-31,212,2019_27,2019_27-4,73.66,756.93
2019,2019-07-31,212,2019_31,2019_31-1,81.28,756.93
